,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
143,30,No,Travel_Rarely,438,Research & Development,18.0,3,Life Sciences,1,Female,75.0,3,1,Research Scientist,3,Single,2632.0,1,No,14.0,3,3,0,5,4,2,5,4,0,4
144,32,No,Travel_Frequently,689,Sales,9.0,2,Medical,4,Male,35.0,1,2,Sales Executive,4,Divorced,4668.0,0,No,17.0,3,4,3,9,2,4,8,7,0,7
145,30,No,Travel_Rarely,201,Research & Development,5.0,3,Technical Degree,4,Female,84.0,3,1,Research Scientist,1,Divorced,3204.0,5,No,14.0,3,4,1,8,3,3,3,2,2,2
146,30,No,Travel_Rarely,1427,Research & Development,2.0,1,Medical,2,Male,35.0,2,1,Laboratory Technician,4,Single,2720.0,0,No,13.0,3,4,0,6,3,3,5,3,1,2
147,41,No,Travel_Frequently,857,Research & Development,10.0,3,Life Sciences,4,Male,91.0,2,4,Manager,1,Divorced,17181.0,4,No,13.0,3,2,1,21,2,2,7,6,7,7
148,41,No,Travel_Rarely,933,Research & Development,9.0,4,Life Sciences,3,Male,94.0,3,1,Laboratory Technician,1,Married,2238.0,2,No,21.0,4,4,1,7,2,3,5,0,1,4
149,19,No,Travel_Rarely,1181,Research & Development,3.0,1,Medical,2,Female,79.0,3,1,Laboratory Technician,2,Single,2097.9,1,No,14.0,3,4,0,1,3,3,1,0,0,0
150,40,No,Travel_Frequently,1395,Research & Development,26.0,3,Medical,2,Female,54.0,3,2,Research Scientist,2,Divorced,5605.0,1,No,11.0,3,1,1,20,2,3,20,7,2,10
151,35,No,Travel_Rarely,662,Sales,1.0,5,Marketing,3,Male,94.0,3,3,Sales Executive,2,Married,7295.0,1,No,13.0,3,1,2,10,3,3,10,8,0,6
152,53,No,Travel_Rarely,1436,Sales,6.0,2,Marketing,2,Male,34.0,3,2,Sales Representative,3,Married,2306.0,2,Yes,20.0,4,4,1,13,3,1,7,7,4,5
153,45,No,Travel_Rarely,194,Research & Development,9.0,3,Life Sciences,2,Male,60.0,3,2,Laboratory Technician,2,Divorced,2348.0,8,No,18.0,3,3,1,20,2,1,17,9,0,10
154,32,No,Travel_Frequently,967,Sales,8.0,3,Marketing,2,Female,43.0,3,3,Sales Executive,4,Single,8998.0,1,No,14.0,3,4,0,9,2,3,9,8,3,7
155,29,No,Non-Travel,1496,Research & Development,1.0,1,Technical Degree,4,Male,41.0,3,2,Manufacturing Director,3,Married,4319.0,1,No,13.0,3,1,1,10,1,3,10,7,0,9
156,51,No,Travel_Rarely,1169,Research & Development,7.0,4,Medical,2,Male,34.0,2,2,Manufacturing Director,3,Married,6132.0,2,No,17.0,3,3,0,10,2,3,1,0,0,0
157,58,No,Travel_Rarely,1145,Research & Development,9.0,3,Medical,2,Female,75.0,2,1,Research Scientist,2,Married,3346.0,4,Yes,20.0,4,2,1,9,3,2,1,0,0,0
158,40,No,Travel_Rarely,630,Sales,4.0,4,Marketing,3,Male,67.0,2,3,Sales Executive,4,Married,10855.0,7,No,11.0,3,1,1,15,2,2,12,11,2,10
159,34,No,Travel_Frequently,303,Sales,2.0,4,Marketing,3,Female,75.0,3,1,Sales Representative,3,Married,2231.0,6,No,18.0,3,4,1,6,3,3,4,3,1,2
160,22,No,Travel_Rarely,1256,Research & Development,19.0,1,Medical,3,Male,80.0,3,1,Research Scientist,4,Married,2323.0,1,No,24.0,4,1,2,2,5,3,2,2,2,2
161,27,No,Non-Travel,691,Research & Development,9.0,3,Medical,4,Male,57.0,3,1,Research Scientist,2,Divorced,2097.9,6,No,18.0,3,4,1,6,1,1,2,2,2,2
162,28,No,Travel_Rarely,440,Research & Development,21.0,3,Medical,3,Male,42.0,3,1,Research Scientist,4,Married,2713.0,1,No,11.0,3,3,1,5,2,1,5,2,0,2
163,57,No,Travel_Rarely,334,Research & Development,24.0,2,Life Sciences,3,Male,83.0,4,3,Healthcare Representative,4,Divorced,9439.0,3,Yes,16.0,3,2,1,12,2,1,5,3,1,4
164,27,No,Non-Travel,1450,Research & Development,3.0,3,Medical,3,Male,79.0,2,1,Research Scientist,3,Divorced,2566.0,1,Yes,15.0,3,4,1,1,2,2,1,1,0,1
165,50,No,Travel_Rarely,1452,Research & Development,11.0,3,Life Sciences,3,Female,53.0,3,5,Manager,2,Single,17727.699999999993,3,No,15.0,3,2,0,21,5,3,5,4,4,4
166,41,No,Travel_Rarely,465,Research & Development,14.0,3,Life Sciences,1,Male,56.0,3,1,Research Scientist,3,Divorced,2451.0,4,No,12.0,3,1,1,13,2,3,9,8,1,8
167,30,No,Travel_Rarely,1339,Sales,5.0,3,Life Sciences,2,Female,41.0,3,3,Sales Executive,4,Married,9419.0,2,No,12.0,3,3,1,12,2,3,10,9,7,4
168,38,No,Travel_Rarely,702,Sales,1.0,4,Life Sciences,1,Female,59.0,2,2,Sales Executive,4,Single,8686.0,4,No,22.0,4,3,0,12,2,4,8,3,0,7
169,32,No,Travel_Rarely,120,Research & Development,6.0,5,Life Sciences,3,Male,43.0,3,1,Research Scientist,3,Single,3038.0,3,No,20.0,4,1,0,8,2,3,5,4,1,4
170,27,No,Travel_Rarely,1157,Research & Development,17.0,3,Technical Degree,3,Male,51.0,3,1,Research Scientist,2,Married,3058.0,0,Yes,16.0,3,4,1,6,3,2,5,2,1,1
171,19,Yes,Travel_Frequently,602,Sales,1.0,1,Technical Degree,3,Female,100.0,1,1,Sales Representative,1,Single,2325.0,0,No,21.0,4,1,0,1,5,4,1,0,0,0
172,36,No,Travel_Frequently,1480,Research & Development,3.0,2,Medical,4,Male,30.0,3,1,Laboratory Technician,2,Single,2097.9,4,No,12.0,3,3,0,13,3,2,8,7,7,2
173,30,No,Non-Travel,111,Research & Development,9.0,3,Medical,3,Male,66.0,3,2,Laboratory Technician,1,Divorced,3072.0,1,No,11.0,3,3,2,12,4,3,12,9,6,10
174,45,No,Travel_Rarely,1268,Sales,4.0,2,Life Sciences,3,Female,30.0,3,2,Sales Executive,1,Divorced,5006.0,4,Yes,11.0,3,1,1,9,3,4,5,4,0,3
175,56,No,Travel_Rarely,713,Research & Development,8.0,3,Life Sciences,3,Female,67.0,3,1,Research Scientist,1,Divorced,4257.0,4,Yes,18.0,3,3,1,19,3,3,2,2,2,2
176,33,No,Travel_Rarely,134,Research & Development,2.0,3,Life Sciences,3,Male,90.0,3,1,Research Scientist,4,Single,2500.0,0,No,14.0,3,1,0,4,2,4,3,1,0,2
177,19,Yes,Travel_Rarely,303,Research & Development,2.0,3,Life Sciences,2,Male,47.0,2,1,Laboratory Technician,4,Single,2097.9,1,No,22.0,4,3,0,1,3,2,1,0,1,0
178,46,No,Travel_Rarely,526,Sales,1.0,2,Marketing,2,Female,92.0,3,3,Sales Executive,1,Divorced,10453.0,1,No,25.0,4,3,3,24,2,3,20,11,9,7
179,38,No,Travel_Rarely,1380,Research & Development,9.0,2,Life Sciences,3,Female,75.0,3,1,Laboratory Technician,4,Single,2288.0,1,No,12.0,3,3,0,2,3,3,2,2,2,1
180,31,No,Travel_Rarely,140,Research & Development,12.0,1,Medical,3,Female,95.0,3,1,Research Scientist,4,Married,3929.0,8,Yes,23.0,4,3,1,7,1,3,4,2,0,2
181,34,No,Travel_Rarely,629,Research & Development,27.0,2,Medical,4,Female,95.0,3,1,Research Scientist,2,Single,2311.0,2,No,15.0,3,4,0,9,3,3,3,2,1,2
182,41,Yes,Travel_Rarely,1356,Sales,20.0,2,Marketing,2,Female,70.0,3,1,Sales Representative,2,Single,3140.0,1,Yes,22.0,4,4,0,4,5,2,4,3,0,2
183,50,No,Travel_Rarely,328,Research & Development,1.0,3,Medical,3,Male,86.0,2,1,Laboratory Technician,3,Married,3690.0,2,No,15.0,3,4,1,5,2,2,3,2,0,2
184,53,No,Travel_Rarely,1084,Research & Development,13.0,2,Medical,4,Female,57.0,4,2,Manufacturing Director,1,Divorced,4450.0,1,No,11.0,3,3,2,5,3,3,4,2,1,3
185,33,No,Travel_Rarely,931,Research & Development,14.0,3,Medical,4,Female,72.0,3,1,Research Scientist,2,Married,2756.0,1,No,13.0,3,4,1,8,5,3,8,7,1,6
186,40,No,Travel_Rarely,989,Research & Development,4.0,1,Medical,4,Female,46.0,3,5,Manager,3,Married,17727.699999999993,1,No,14.0,3,2,1,21,2,3,20,8,9,9
187,55,No,Travel_Rarely,692,Research & Development,14.0,4,Medical,3,Male,61.0,4,5,Research Director,2,Single,17727.699999999993,8,No,11.0,3,4,0,28,3,3,20,11,2,10
188,34,No,Travel_Frequently,1069,Research & Development,2.0,1,Life Sciences,4,Male,45.0,2,2,Manufacturing Director,3,Married,9547.0,1,No,17.0,3,3,0,10,2,2,10,9,1,9
189,51,No,Travel_Rarely,313,Research & Development,3.0,3,Medical,4,Female,98.0,3,4,Healthcare Representative,2,Single,13734.0,3,No,18.0,3,3,0,21,5,3,7,7,1,0
190,52,No,Travel_Rarely,699,Research & Development,1.0,4,Life Sciences,3,Male,65.0,2,5,Manager,3,Married,17727.699999999993,0,No,14.0,3,1,1,28,5,3,20,11,9,9
191,27,No,Travel_Rarely,894,Research & Development,9.0,3,Medical,4,Female,99.0,3,1,Research Scientist,2,Single,2279.0,1,No,16.0,3,4,0,7,2,2,7,7,0,3
192,35,Yes,Travel_Rarely,556,Research & Development,23.0,2,Life Sciences,2,Male,50.0,2,2,Manufacturing Director,3,Married,5916.0,3,Yes,13.0,3,1,0,8,1,3,1,0,0,1
193,43,No,Non-Travel,1344,Research & Development,7.0,3,Medical,4,Male,37.0,4,1,Research Scientist,4,Divorced,2097.9,4,No,14.0,3,4,3,7,3,4,5,4,2,2
194,45,No,Non-Travel,1195,Research & Development,2.0,2,Medical,1,Male,65.0,2,4,Manager,4,Married,16792.0,9,No,23.0,4,4,1,22,1,3,20,8,9,8
195,37,No,Travel_Rarely,290,Research & Development,21.0,3,Life Sciences,2,Male,65.0,4,1,Research Scientist,1,Married,3564.0,1,Yes,12.0,3,1,1,8,3,2,8,7,1,7
196,35,No,Travel_Frequently,138,Research & Development,2.0,3,Medical,2,Female,37.0,3,2,Laboratory Technician,2,Single,4425.0,5,No,11.0,3,4,0,10,5,3,6,2,1,2
197,42,No,Non-Travel,926,Research & Development,21.0,2,Medical,3,Female,36.0,3,2,Manufacturing Director,3,Divorced,5265.0,2,No,16.0,3,2,1,11,5,3,5,3,0,2
198,38,No,Travel_Rarely,1261,Research & Development,2.0,4,Life Sciences,4,Male,88.0,3,2,Manufacturing Director,3,Married,6553.0,9,No,14.0,3,2,0,14,3,3,1,0,0,0
199,38,No,Travel_Rarely,1084,Research & Development,29.0,3,Technical Degree,4,Male,54.0,3,2,Manufacturing Director,4,Married,6261.0,3,No,18.0,3,1,1,9,3,1,7,7,1,7
200,27,No,Travel_Frequently,472,Research & Development,1.0,1,Technical Degree,3,Male,60.0,2,2,Manufacturing Director,1,Married,4298.0,5,No,19.0,3,3,1,6,1,3,2,2,2,0
201,49,No,Non-Travel,1002,Research & Development,18.0,4,Life Sciences,4,Male,92.0,3,2,Manufacturing Director,4,Divorced,6804.0,1,Yes,15.0,3,1,2,7,1,3,7,7,1,7
202,34,No,Travel_Frequently,878,Research & Development,10.0,4,Medical,4,Male,43.0,3,1,Research Scientist,3,Divorced,3815.0,1,Yes,17.0,3,4,1,5,4,4,5,3,2,0
203,40,No,Travel_Rarely,905,Research & Development,19.0,2,Medical,3,Male,99.0,3,2,Laboratory Technician,4,Married,2741.0,8,Yes,15.0,3,3,1,15,2,4,7,2,3,7
204,38,Yes,Travel_Rarely,1180,Research & Development,29.0,1,Medical,2,Male,70.0,3,2,Healthcare Representative,1,Married,6673.0,7,Yes,19.0,3,2,0,17,2,3,1,0,0,0
205,29,Yes,Travel_Rarely,121,Sales,27.0,3,Marketing,2,Female,35.0,3,3,Sales Executive,4,Married,7639.0,1,No,22.0,4,4,3,10,3,2,10,4,1,9
206,22,No,Travel_Rarely,1136,Research & Development,7.0,3,Life Sciences,4,Male,60.0,4,1,Research Scientist,2,Divorced,2328.0,1,Yes,16.0,3,1,1,4,2,2,4,2,2,2
207,36,No,Travel_Frequently,635,Research & Development,18.0,1,Medical,2,Female,73.0,3,1,Laboratory Technician,4,Single,2153.0,1,No,13.0,3,1,0,8,2,3,8,1,1,7
208,40,No,Non-Travel,1151,Research & Development,9.0,5,Life Sciences,4,Male,63.0,2,2,Healthcare Representative,4,Married,4876.0,9,No,14.0,3,4,1,5,5,1,3,2,0,2
209,46,No,Travel_Rarely,644,Research & Development,1.0,4,Medical,4,Male,97.0,3,3,Healthcare Representative,1,Divorced,9396.0,7,No,16.0,3,3,1,17,3,3,4,2,0,3
210,32,Yes,Travel_Rarely,1045,Sales,4.0,4,Medical,4,Male,32.0,1,3,Sales Executive,4,Married,10400.0,1,No,11.0,3,3,0,14,2,2,14,8,9,8
211,30,No,Non-Travel,829,Research & Development,1.0,1,Life Sciences,3,Male,88.0,2,3,Manufacturing Director,3,Single,8474.0,1,No,22.0,4,3,0,12,2,3,11,8,5,8
212,27,No,Travel_Frequently,1242,Sales,20.0,3,Life Sciences,4,Female,90.0,3,2,Sales Executive,3,Single,9981.0,1,No,14.0,3,4,0,7,2,3,7,7,0,7
213,51,No,Travel_Rarely,1469,Research & Development,8.0,4,Life Sciences,2,Male,81.0,2,3,Research Director,2,Married,12490.0,5,No,16.0,3,4,2,16,5,1,10,9,4,7
214,30,Yes,Travel_Rarely,1005,Research & Development,3.0,3,Technical Degree,4,Female,88.0,3,1,Research Scientist,1,Single,2657.0,5,Yes,11.0,3,3,0,8,5,3,5,2,0,4
215,41,No,Travel_Rarely,896,Sales,6.0,3,Life Sciences,4,Female,75.0,3,3,Manager,4,Single,13591.0,3,Yes,18.0,3,3,0,16,3,3,1,0,0,0
216,30,Yes,Travel_Frequently,334,Sales,26.0,4,Marketing,3,Female,52.0,2,2,Sales Executive,1,Single,6696.0,5,No,15.0,3,3,0,9,5,2,6,3,0,1
217,29,Yes,Travel_Rarely,992,Research & Development,1.0,3,Technical Degree,3,Male,85.0,3,1,Research Scientist,3,Single,2097.9,0,No,14.0,3,4,0,7,1,2,6,2,1,5
218,45,No,Non-Travel,1052,Sales,6.0,3,Medical,4,Female,57.0,2,3,Sales Executive,4,Single,8865.0,6,No,12.0,3,4,0,23,2,3,19,7,9,8
219,54,No,Travel_Rarely,1147,Sales,3.0,3,Marketing,4,Female,52.0,3,2,Sales Executive,1,Married,5940.0,2,No,14.0,3,4,1,16,4,3,6,2,0,5
220,36,No,Travel_Rarely,1396,Research & Development,5.0,2,Life Sciences,4,Male,62.0,3,2,Laboratory Technician,2,Single,5914.0,8,No,16.0,3,4,0,16,3,4,13,11,3,7
221,33,No,Travel_Rarely,147,Research & Development,4.0,4,Medical,3,Female,47.0,2,1,Research Scientist,2,Married,2622.0,6,No,21.0,4,4,0,7,3,3,3,2,1,1
222,37,No,Travel_Frequently,663,Research & Development,11.0,3,Other,2,Male,47.0,3,3,Research Director,4,Divorced,12185.0,1,Yes,14.0,3,3,3,10,1,3,10,8,0,7
223,38,No,Travel_Rarely,119,Sales,3.0,3,Life Sciences,1,Male,76.0,3,3,Sales Executive,3,Divorced,10609.0,0,No,12.0,3,3,2,17,5,2,16,10,5,10
224,31,No,Non-Travel,979,Research & Development,1.0,4,Medical,3,Male,90.0,1,2,Manufacturing Director,3,Married,4345.0,0,No,12.0,3,4,1,6,2,3,5,4,1,4
225,59,No,Travel_Rarely,142,Research & Development,3.0,3,Life Sciences,3,Male,70.0,2,1,Research Scientist,4,Married,2177.0,3,No,17.0,3,1,1,7,5,3,1,0,0,0
226,37,No,Travel_Frequently,319,Sales,4.0,4,Marketing,1,Male,41.0,3,1,Sales Representative,4,Divorced,2793.0,4,No,17.0,3,3,1,13,2,3,9,8,5,8
227,29,No,Travel_Frequently,1413,Sales,1.0,1,Medical,2,Female,42.0,3,3,Sales Executive,4,Married,7918.0,1,No,14.0,3,4,1,11,5,3,11,10,4,1
228,35,No,Travel_Frequently,944,Sales,1.0,3,Marketing,3,Female,92.0,3,3,Sales Executive,3,Single,8789.0,1,No,14.0,3,1,0,10,3,4,10,7,0,8
229,29,Yes,Travel_Rarely,896,Research & Development,18.0,1,Medical,3,Male,86.0,2,1,Research Scientist,4,Single,2389.0,1,Yes,13.0,3,3,0,4,3,2,4,3,0,1
230,52,No,Travel_Rarely,1323,Research & Development,2.0,3,Life Sciences,3,Female,89.0,2,1,Laboratory Technician,4,Single,3212.0,7,No,15.0,3,2,0,6,3,2,2,2,2,2
231,42,No,Travel_Rarely,532,Research & Development,4.0,2,Technical Degree,3,Male,58.0,3,5,Manager,4,Married,17727.699999999993,1,No,11.0,3,4,0,22,3,3,20,11,9,10
232,59,No,Travel_Rarely,818,Human Resources,6.0,2,Medical,2,Male,52.0,3,1,Human Resources,3,Married,2267.0,8,No,17.0,3,4,0,7,2,2,2,2,2,2
233,50,No,Travel_Rarely,854,Sales,1.0,4,Medical,4,Female,68.0,3,5,Manager,4,Divorced,17727.699999999993,3,No,11.0,3,3,1,28,3,2,7,0,0,6
234,33,Yes,Travel_Rarely,813,Research & Development,14.0,3,Medical,3,Male,58.0,3,1,Laboratory Technician,4,Married,2436.0,5,Yes,13.0,3,3,1,8,2,1,5,4,0,4
235,43,No,Travel_Rarely,1034,Sales,16.0,3,Marketing,4,Female,80.0,3,4,Manager,4,Married,16064.0,5,Yes,22.0,4,3,1,22,3,3,17,11,1,9
236,33,Yes,Travel_Rarely,465,Research & Development,2.0,2,Life Sciences,1,Female,39.0,3,1,Laboratory Technician,1,Married,2707.0,7,No,20.0,4,1,0,13,3,4,9,7,1,7
237,52,No,Non-Travel,771,Sales,2.0,4,Life Sciences,1,Male,79.0,2,5,Manager,3,Single,17727.699999999993,1,Yes,18.0,3,4,0,28,2,4,20,7,9,10
238,32,No,Travel_Rarely,1401,Sales,4.0,2,Life Sciences,3,Female,56.0,3,1,Sales Representative,2,Married,3931.0,2,No,11.0,3,1,1,6,5,3,4,3,1,2
239,32,Yes,Travel_Rarely,515,Research & Development,1.0,3,Life Sciences,4,Male,62.0,2,1,Laboratory Technician,3,Single,3730.0,0,Yes,14.0,3,4,0,4,2,1,3,2,1,2
240,39,No,Travel_Rarely,1431,Research & Development,1.0,4,Medical,3,Female,96.0,3,1,Laboratory Technician,3,Divorced,2232.0,7,No,14.0,3,3,3,7,1,3,3,2,1,2
241,32,No,Non-Travel,976,Sales,26.0,4,Marketing,3,Male,100.0,3,2,Sales Executive,4,Married,4465.0,0,No,18.0,3,1,0,4,2,3,3,2,2,2
242,41,No,Travel_Rarely,1411,Research & Development,19.0,2,Life Sciences,3,Male,36.0,3,2,Research Scientist,1,Divorced,3072.0,2,No,16.0,3,1,2,17,2,2,1,0,0,0
243,40,No,Travel_Rarely,1300,Research & Development,24.0,2,Technical Degree,1,Male,62.0,3,2,Research Scientist,4,Divorced,3319.0,1,No,17.0,3,1,2,9,3,3,9,8,4,7
244,45,No,Travel_Rarely,252,Research & Development,1.0,3,Other,3,Male,70.0,4,5,Manager,4,Married,17727.699999999993,0,No,11.0,3,3,1,25,2,3,20,0,1,7
245,31,No,Travel_Frequently,1327,Research & Development,3.0,4,Medical,2,Male,73.0,3,3,Research Director,3,Divorced,13675.0,9,No,12.0,3,1,1,9,3,3,2,2,2,2
246,33,No,Travel_Rarely,832,Research & Development,5.0,4,Life Sciences,3,Female,63.0,2,1,Research Scientist,4,Married,2911.0,1,No,13.0,3,3,1,2,2,2,2,2,0,2
247,34,No,Travel_Rarely,470,Research & Development,2.0,4,Life Sciences,4,Male,84.0,2,2,Manufacturing Director,1,Married,5957.0,6,No,13.0,3,2,1,13,3,3,11,9,5,9
248,37,No,Travel_Rarely,1017,Research & Development,1.0,2,Medical,3,Female,83.0,2,1,Research Scientist,1,Married,3920.0,2,No,14.0,3,1,1,17,2,2,3,1,0,2
249,45,No,Travel_Frequently,1199,Research & Development,7.0,4,Life Sciences,1,Male,77.0,4,2,Manufacturing Director,3,Married,6434.0,4,No,17.0,3,4,1,9,1,3,3,2,0,2
250,37,Yes,Travel_Frequently,504,Research & Development,10.0,3,Medical,1,Male,61.0,3,3,Manufacturing Director,3,Divorced,10048.0,6,No,11.0,3,2,2,17,5,3,1,0,0,0
251,39,No,Travel_Frequently,505,Research & Development,2.0,4,Technical Degree,3,Female,66.0,3,3,Healthcare Representative,3,Single,10938.0,0,No,25.0,4,4,0,20,1,3,19,6,9,8
252,29,No,Travel_Rarely,665,Research & Development,15.0,3,Life Sciences,3,Male,60.0,3,1,Research Scientist,4,Single,2340.0,1,No,19.0,3,1,0,6,1,3,6,5,1,5
253,42,No,Travel_Rarely,916,Research & Development,17.0,2,Life Sciences,4,Female,82.0,4,2,Research Scientist,1,Single,6545.0,3,Yes,13.0,3,3,0,10,1,3,3,2,0,2
254,29,No,Travel_Rarely,1247,Sales,20.0,2,Marketing,4,Male,45.0,3,2,Sales Executive,4,Divorced,6931.0,2,No,14.0,3,4,1,10,2,3,3,2,0,2
255,25,No,Travel_Rarely,685,Research & Development,1.0,3,Life Sciences,1,Female,62.0,3,2,Manufacturing Director,3,Married,4898.0,0,No,12.0,3,4,2,5,3,3,4,2,1,2
256,42,No,Travel_Rarely,269,Research & Development,2.0,3,Medical,4,Female,56.0,2,1,Sales Executive,1,Divorced,2593.0,0,Yes,11.0,3,3,1,10,4,3,9,6,7,8
257,40,No,Travel_Rarely,1416,Research & Development,2.0,2,Medical,1,Male,49.0,3,5,Research Director,3,Divorced,17727.699999999993,0,No,19.0,3,4,1,22,5,3,20,7,3,9
258,51,No,Travel_Rarely,833,Research & Development,1.0,3,Life Sciences,3,Male,96.0,3,1,Research Scientist,4,Married,2723.0,1,No,11.0,3,2,0,1,1,2,1,0,0,0
259,31,Yes,Travel_Frequently,307,Research & Development,29.0,2,Medical,3,Male,71.0,2,1,Laboratory Technician,2,Single,3479.0,0,No,11.0,3,2,0,6,2,4,5,4,1,4
260,32,No,Travel_Frequently,1311,Research & Development,7.0,3,Life Sciences,2,Male,100.0,4,1,Laboratory ,2,Married,2794.0,1,No,20.0,4,3,0,5,3,1,5,1,0,3
261,38,No,Non-Travel,1327,Sales,2.0,2,Life Sciences,4,Male,39.0,2,2,Sales Executive,4,Married,5249.0,3,No,18.0,3,4,1,13,1,3,8,7,7,5
262,32,No,Travel_Rarely,128,Research & Development,2.0,1,Technical Degree,4,Male,84.0,2,2,Laboratory Technician,1,Single,2176.0,4,No,13.0,3,4,0,9,5,3,6,2,0,4
263,46,No,Travel_Rarely,488,Sales,2.0,3,Technical Degree,3,Female,75.0,1,4,Manager,2,Married,16872.0,3,Yes,12.0,3,2,1,28,2,2,7,7,7,7
264,28,Yes,Travel_Rarely,529,Research & Development,2.0,4,Life Sciences,1,Male,79.0,3,1,Laboratory Technician,3,Single,3485.0,2,No,11.0,3,3,0,5,5,1,1,0,0,0
265,29,No,Travel_Rarely,1210,Sales,2.0,3,Medical,1,Male,78.0,2,2,Sales Executive,2,Married,6644.0,2,No,19.0,3,2,2,10,2,3,1,0,0,0
266,31,No,Travel_Rarely,1463,Research & Development,23.0,3,Medical,2,Male,64.0,2,2,Healthcare Representative,4,Married,5582.0,0,No,21.0,4,2,1,10,2,3,9,0,7,8
267,25,No,Non-Travel,675,Research & Development,5.0,2,Life Sciences,2,Male,85.0,4,2,Healthcare Representative,1,Divorced,4000.0,1,No,12.0,3,4,2,6,2,3,6,3,1,5
268,45,No,Travel_Rarely,1385,Research & Development,20.0,2,Medical,3,Male,79.0,3,4,Healthcare Representative,4,Married,13496.0,0,Yes,14.0,3,2,0,21,2,3,20,7,4,10
269,36,No,Travel_Rarely,1403,Research & Development,6.0,3,Life Sciences,4,Male,47.0,3,1,Laboratory Technician,4,Married,3210.0,0,No,11.0,3,3,1,16,4,3,15,11,9,10
270,55,No,Travel_Rarely,452,Research & Development,1.0,3,Medical,4,Male,81.0,3,5,Manager,1,Single,17727.699999999993,0,Yes,14.0,3,3,0,28,2,3,20,10,4,10
271,47,Yes,Non-Travel,666,Research & Development,29.0,4,Life Sciences,1,Male,88.0,3,3,Manager,2,Married,11849.0,1,Yes,12.0,3,4,1,10,2,2,10,7,9,9
272,28,No,Travel_Rarely,1158,Research & Development,9.0,3,Medical,4,Male,94.0,3,1,Research Scientist,4,Married,2097.9,1,No,23.0,4,4,1,5,3,2,5,2,0,4
273,37,No,Travel_Rarely,228,Sales,6.0,4,Medical,3,Male,98.0,3,2,Sales Executive,4,Married,6502.0,4,No,14.0,3,2,1,7,5,4,5,4,0,1
274,21,No,Travel_Rarely,996,Research & Development,3.0,2,Medical,4,Male,100.0,2,1,Research Scientist,3,Single,3230.0,1,No,17.0,3,1,0,3,4,4,3,2,1,0
275,37,No,Non-Travel,728,Research & Development,1.0,4,Medical,1,Female,80.0,3,3,Research Director,4,Divorced,13603.0,2,Yes,18.0,3,1,2,15,2,3,5,2,0,2
276,35,No,Travel_Rarely,1315,Research & Development,22.0,3,Life Sciences,2,Female,71.0,4,3,Manager,2,Divorced,11996.0,7,No,18.0,3,2,1,10,5,2,7,7,6,2
277,38,No,Travel_Rarely,322,Sales,7.0,2,Medical,1,Female,44.0,4,2,Sales Executive,1,Divorced,5605.0,1,Yes,24.0,4,3,1,8,3,3,8,0,7,7
278,26,No,Travel_Frequently,1479,Research & Development,1.0,3,Life Sciences,3,Female,84.0,3,2,Manufacturing Director,2,Divorced,6397.0,1,No,20.0,4,1,1,6,5,1,6,5,1,4
279,50,No,Travel_Rarely,797,Research & Development,4.0,1,Life Sciences,1,Male,96.0,3,5,Research Director,2,Divorced,17727.699999999993,3,No,14.0,3,1,2,28,4,2,10,4,1,6
280,53,No,Travel_Rarely,1070,Research & Development,3.0,4,Medical,3,Male,45.0,3,4,Research Director,3,Married,17584.0,3,Yes,16.0,3,4,3,21,5,2,5,3,1,3
281,42,No,Travel_Rarely,635,Sales,1.0,1,Life Sciences,2,Male,99.0,3,2,Sales Executive,3,Married,4907.0,1,No,25.0,4,3,0,20,3,3,20,11,9,6
282,29,No,Travel_Frequently,442,Sales,2.0,2,Life Sciences,2,Male,44.0,3,2,Sales Executive,4,Single,4554.0,1,No,18.0,3,1,0,10,3,2,10,7,0,9
283,55,No,Travel_Rarely,147,Research & Development,20.0,2,Technical Degree,2,Male,37.0,3,2,Laboratory Technician,4,Married,5415.0,3,Yes,19.0,3,4,1,12,4,3,10,7,0,8
284,26,No,Travel_Frequently,496,Research & Development,11.0,2,Medical,1,Male,60.0,3,2,Healthcare Representative,1,Married,4741.0,1,Yes,13.0,3,3,1,5,3,3,5,3,3,3
285,37,No,Travel_Rarely,1372,Research & Development,1.0,3,Life Sciences,4,Female,42.0,3,1,Research Scientist,4,Single,2115.0,1,No,12.0,3,2,0,17,3,3,17,11,5,7
286,44,Yes,Travel_Frequently,920,Research & Development,24.0,3,Life Sciences,4,Male,43.0,3,1,Laboratory Technician,3,Divorced,3161.0,3,Yes,22.0,4,4,1,19,1,1,1,0,0,0
287,38,No,Travel_Rarely,688,Research & Development,23.0,4,Life Sciences,4,Male,82.0,3,2,Healthcare Representative,4,Divorced,5745.0,9,No,14.0,3,2,1,10,2,3,2,2,1,2
288,26,Yes,Travel_Rarely,1449,Research & Development,16.0,4,Medical,1,Male,45.0,3,1,Laboratory Technician,2,Divorced,2373.0,2,Yes,13.0,3,4,1,5,2,3,3,2,0,2
